﻿Published/unpublished,Title,Author(s),Journal,Pub Year,Volume,Pages,Url,DOI,Description/Notes,Region,Location Name,Site Name,Latitude,Longitude,Altitude,Soil Types,Is it pasture/crop?,Is it resident/sown?,Sowing Date,Harvest Method,Irrigation Level,kgNyr,kgPyr,kgKyr,kgSyr,kgLimeyr,Defoliation Method,Dominant Species,Cultivar,Flowering Date,Additional Species,Cultivars,Experiment Name,Measurement Unit,What yield are you recording?,Data Source,Start Date,End Date,DM Yield,Grain Yield,Growth Rate,Annual Yield,Met Files,Photos,Soil Water Data,Raw Data
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Resident,,,,,,,,,Grazed by cattle (bulls),,,,,,Control_Kikuyu,kg/ha,TotalYield,Fig.1_Digitised,25/03/2017,15/06/2017,2688,,32.7805,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Resident,,,,,,,,,Grazed by cattle (bulls),,,,,,Control_Kikuyu,kg/ha,TotalYield,Fig.1_Digitised,15/06/2017,15/07/2017,2333,,77.7667,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Resident,,,,,,,,,Grazed by cattle (bulls),,,,,,Control_Kikuyu,kg/ha,TotalYield,Fig.1_Digitised,15/07/2017,15/08/2017,1719,,55.4516,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Resident,,,,,,,,,Grazed by cattle (bulls),,,,,,Control_Kikuyu,kg/ha,TotalYield,Fig.1_Digitised,15/08/2017,15/10/2017,1866,,30.5902,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Resident,,,,,,,,,Grazed by cattle (bulls),,,,,,Control_Kikuyu,kg/ha,TotalYield,Fig.1_Digitised,15/10/2017,15/11/2017,2758,,88.9677,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,Sown_James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Sown,,,,,,,,,Grazed by cattle (bulls),Kikuyu,,,PERY,Bullet,"Annual Ryegrass 'Bullet'  drilled ",kg/ha,TotalYield,Fig.1_Digitised,25/03/2017,15/06/2017,2177,,26.5488,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,Sown_James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Sown,,,,,,,,,Grazed by cattle (bulls),Kikuyu,,,PERY,Bullet,"Annual Ryegrass 'Bullet'  drilled ",kg/ha,TotalYield,Fig.1_Digitised,15/06/2017,15/07/2017,2065,,68.8333,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,Sown_James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Sown,,,,,,,,,Grazed by cattle (bulls),Kikuyu,,,PERY,Bullet,"Annual Ryegrass 'Bullet'  drilled ",kg/ha,TotalYield,Fig.1_Digitised,15/07/2017,15/08/2017,2290,,73.871,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,Sown_James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Sown,,,,,,,,,Grazed by cattle (bulls),Kikuyu,,,PERY,Bullet,"Annual Ryegrass 'Bullet'  drilled ",kg/ha,TotalYield,Fig.1_Digitised,15/08/2017,15/10/2017,2117,,34.7049,0,,,,
Unpublished,Beef Profit from Pasture Group 4: Annual Ryegrass Established into Existing Pasture_2017,Beef Profit from Pasture Group,,,,,,,"Technical Summary 4_ Kikuyu alone and drilled with annual ryegrass 'Bullet'; considered as resident pasture and sown pastures
",Northland,Portland,Sown_James Donaldson Farm _Portland_Whangarei,-35.7,174.3,,,Pasture,Sown,,,,,,,,,Grazed by cattle (bulls),Kikuyu,,,PERY,Bullet,"Annual Ryegrass 'Bullet'  drilled ",kg/ha,TotalYield,Fig.1_Digitised,15/10/2017,15/11/2017,2498,,80.5806,0,,,,
Unpublished,Beef Profit from Pasture Group:  5_2017Annual Ryegrass into Sprayed Out Pasture,Beef Profit from Pasture Group,,,,,,,"Annual ryegrass 'Sultan' to complement kikuyu pasture ",Northland,Te kao,"Pukekaroro, Te Kao, Far North",-34.63,172.96,,,Pasture,Resident,,,,,,,,,"Dairy heifers ",Kikuyu,,,,,Control_unfertilized kikuyu,kg/ha,TotalYield,"Fig.1 Digitised ",25/03/2017,05/07/2017,2301,,22.5588,0,,,,
Unpublished,Beef Profit from Pasture Group:  5_2017Annual Ryegrass into Sprayed Out Pasture,Beef Profit from Pasture Group,,,,,,,"Annual ryegrass 'Sultan' to complement kikuyu pasture ",Northland,Te kao,"Pukekaroro, Te Kao, Far North",-34.63,172.96,,,Pasture,Resident,,,,,,,,,"Dairy heifers ",Kikuyu,,,,,Control_unfertilized kikuyu,kg/ha,TotalYield,"Fig.1 Digitised ",05/07/2017,11/08/2017,1933,,52.2432,0,,,,
Unpublished,Beef Profit from Pasture Group:  5_2017Annual Ryegrass into Sprayed Out Pasture,Beef Profit from Pasture Group,,,,,,,"Annual ryegrass 'Sultan' to complement kikuyu pasture ",Northland,Te kao,"Pukekaroro, Te Kao, Far North",-34.63,172.96,,,Pasture,Resident,,,,,,,,,"Dairy heifers ",Kikuyu,,,,,Control_unfertilized kikuyu,kg/ha,TotalYield,"Fig.1 Digitised ",11/08/2017,25/10/2017,1721,,22.9467,0,,,,
Unpublished,Beef Profit from Pasture Group:  5_2017Annual Ryegrass into Sprayed Out Pasture,Beef Profit from Pasture Group,,,,,,,"Annual ryegrass 'Sultan' to complement kikuyu pasture ",Northland,Te kao,"Pukekaroro, Te Kao, Far North",-34.63,172.96,,,Pasture,Resident,,,,,,,,,"Dairy heifers ",Kikuyu,,,,,"Sultan Annual ryegrass was drilled ",kg/ha,TotalYield,"Fig.1_Digitised ",25/03/2017,05/07/2017,2630,,25.7843,0,,,,
Unpublished,Beef Profit from Pasture Group:  5_2017Annual Ryegrass into Sprayed Out Pasture,Beef Profit from Pasture Group,,,,,,,"Annual ryegrass 'Sultan' to complement kikuyu pasture ",Northland,Te kao,"Pukekaroro, Te Kao, Far North",-34.63,172.96,,,Pasture,Resident,,,,,,,,,"Dairy heifers ",Kikuyu,,,,,"Sultan Annual ryegrass was drilled ",kg/ha,TotalYield,"Fig.1_Digitised ",05/07/2017,11/08/2017,2040,,55.1351,0,,,,
Unpublished,Beef Profit from Pasture Group:  5_2017Annual Ryegrass into Sprayed Out Pasture,Beef Profit from Pasture Group,,,,,,,"Annual ryegrass 'Sultan' to complement kikuyu pasture ",Northland,Te kao,"Pukekaroro, Te Kao, Far North",-34.63,172.96,,,Pasture,Resident,,,,,,,,,"Dairy heifers ",Kikuyu,,,,,"Sultan Annual ryegrass was drilled ",kg/ha,TotalYield,"Fig.1_Digitised ",11/08/2017,25/10/2017,2024,,26.9867,0,,,,
